,kategori,penyakit,gejala,gejala_tokens,gejala_tokens_fdist,gejala_tokens_WSW,gejala_tokens_stemmed
435,kulit dan kelamin,Striktur Uretra,aliran berkemih lemah mendesak nyeri perasaan saat urine yang,"['aliran', 'berkemih', 'lemah', 'mendesak', 'nyeri', 'perasaan', 'saat', 'urine', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['aliran', 'berkemih', 'lemah', 'mendesak', 'nyeri', 'perasaan', 'urine']","['alir', 'kemih', 'lemah', 'desak', 'nyeri', 'asa', 'urine']"
436,kulit dan kelamin,Tahi Lalat,atau berbentuk berwarna bintik bulat cokelat datar hitam menonjol merah muda muncul oval tua,"['atau', 'berbentuk', 'berwarna', 'bintik', 'bulat', 'cokelat', 'datar', 'hitam', 'menonjol', 'merah', 'muda', 'muncul', 'oval', 'tua']",<FreqDist with 14 samples and 14 outcomes>,"['berbentuk', 'berwarna', 'bintik', 'bulat', 'cokelat', 'datar', 'hitam', 'menonjol', 'merah', 'muda', 'muncul', 'oval', 'tua']","['bentuk', 'warna', 'bintik', 'bulat', 'cokelat', 'datar', 'hitam', 'tonjol', 'merah', 'muda', 'muncul', 'oval', 'tua']"
437,kulit dan kelamin,Terbakar Matahari (Sunburn),disentuh gatal hangat jika kemerahan kulit terasa,"['disentuh', 'gatal', 'hangat', 'jika', 'kemerahan', 'kulit', 'terasa']",<FreqDist with 7 samples and 7 outcomes>,"['disentuh', 'gatal', 'hangat', 'kemerahan', 'kulit']","['sentuh', 'gatal', 'hangat', 'merah', 'kulit']"
438,kulit dan kelamin,Tinea Barbae,area benjolan berkerak dagu dan di ditumbuhi gatal kemerahan kulit leher rambut serta yang,"['area', 'benjolan', 'berkerak', 'dagu', 'dan', 'di', 'ditumbuhi', 'gatal', 'kemerahan', 'kulit', 'leher', 'rambut', 'serta', 'yang']",<FreqDist with 14 samples and 14 outcomes>,"['area', 'benjolan', 'berkerak', 'dagu', 'ditumbuhi', 'gatal', 'kemerahan', 'kulit', 'leher', 'rambut']","['area', 'benjol', 'kerak', 'dagu', 'tumbuh', 'gatal', 'merah', 'kulit', 'leher', 'rambut']"
439,kulit dan kelamin,Tinea Capitis (Tinea Kapitis),bersisik dan gatal kemerahan kepala kulit,"['bersisik', 'dan', 'gatal', 'kemerahan', 'kepala', 'kulit']",<FreqDist with 6 samples and 6 outcomes>,"['bersisik', 'gatal', 'kemerahan', 'kepala', 'kulit']","['sisik', 'gatal', 'merah', 'kepala', 'kulit']"
440,kulit dan kelamin,Tinea Cruris (Jock's Itch),bercak bundar cincin dengan gatal kulit mengelupas merah pinggiran seperti,"['bercak', 'bundar', 'cincin', 'dengan', 'gatal', 'kulit', 'mengelupas', 'merah', 'pinggiran', 'seperti']",<FreqDist with 10 samples and 10 outcomes>,"['bercak', 'bundar', 'cincin', 'gatal', 'kulit', 'mengelupas', 'merah', 'pinggiran']","['bercak', 'bundar', 'cincin', 'gatal', 'kulit', 'kelupas', 'merah', 'pinggir']"
441,kulit dan kelamin,Tinea Korporis,bersisik dan gatal kulit merah,"['bersisik', 'dan', 'gatal', 'kulit', 'merah']",<FreqDist with 5 samples and 5 outcomes>,"['bersisik', 'gatal', 'kulit', 'merah']","['sisik', 'gatal', 'kulit', 'merah']"
442,kulit dan kelamin,Torsio Testis,buah di hebat nyeri pembengkakan perut skrotum zakar,"['buah', 'di', 'hebat', 'nyeri', 'pembengkakan', 'perut', 'skrotum', 'zakar']",<FreqDist with 8 samples and 8 outcomes>,"['buah', 'hebat', 'nyeri', 'pembengkakan', 'perut', 'skrotum', 'zakar']","['buah', 'hebat', 'nyeri', 'bengkak', 'perut', 'skrotum', 'zakar']"
443,kulit dan kelamin,Trikomoniasis,atau bawah berbau berkemih berwarna dan hijau keputihan kuning nyeri perut,"['atau', 'bawah', 'berbau', 'berkemih', 'berwarna', 'dan', 'hijau', 'keputihan', 'kuning', 'nyeri', 'perut']",<FreqDist with 11 samples and 11 outcomes>,"['berbau', 'berkemih', 'berwarna', 'hijau', 'keputihan', 'kuning', 'nyeri', 'perut']","['bau', 'kemih', 'warna', 'hijau', 'putih', 'kuning', 'nyeri', 'perut']"
444,kulit dan kelamin,Ulkus Dekubitus,atau infeksi kulit pada perubahan sakit tekstur ulkus warna,"['atau', 'infeksi', 'kulit', 'pada', 'perubahan', 'sakit', 'tekstur', 'ulkus', 'warna']",<FreqDist with 9 samples and 9 outcomes>,"['infeksi', 'kulit', 'perubahan', 'tekstur', 'ulkus', 'warna']","['infeksi', 'kulit', 'ubah', 'tekstur', 'ulkus', 'warna']"
445,kulit dan kelamin,Vagina Gatal,gatal kulit luka memerah pada vagina vulva,"['gatal', 'kulit', 'luka', 'memerah', 'pada', 'vagina', 'vulva']",<FreqDist with 7 samples and 7 outcomes>,"['gatal', 'kulit', 'luka', 'memerah', 'vagina', 'vulva']","['gatal', 'kulit', 'luka', 'merah', 'vagina', 'vulva']"
446,kulit dan kelamin,Vagina Kering,berhubungan berulang infeksi kemih nyeri pada panas saat saluran seksual sensasi vagina,"['berhubungan', 'berulang', 'infeksi', 'kemih', 'nyeri', 'pada', 'panas', 'saat', 'saluran', 'seksual', 'sensasi', 'vagina']",<FreqDist with 12 samples and 12 outcomes>,"['berhubungan', 'berulang', 'infeksi', 'kemih', 'nyeri', 'panas', 'saluran', 'seksual', 'sensasi', 'vagina']","['hubung', 'ulang', 'infeksi', 'kemih', 'nyeri', 'panas', 'salur', 'seksual', 'sensasi', 'vagina']"
447,kulit dan kelamin,Vaginismus,kejang menegang nyeri otot penetrasi saat seperti terbakar,"['kejang', 'menegang', 'nyeri', 'otot', 'penetrasi', 'saat', 'seperti', 'terbakar']",<FreqDist with 8 samples and 8 outcomes>,"['kejang', 'menegang', 'nyeri', 'otot', 'penetrasi', 'terbakar']","['kejang', 'tegang', 'nyeri', 'otot', 'penetrasi', 'bakar']"
448,kulit dan kelamin,Vaginitis,bau dan di gatal jumlah kemerahan keputihan pada perubahan sekitar vagina warna,"['bau', 'dan', 'di', 'gatal', 'jumlah', 'kemerahan', 'keputihan', 'pada', 'perubahan', 'sekitar', 'vagina', 'warna']",<FreqDist with 12 samples and 12 outcomes>,"['bau', 'gatal', 'kemerahan', 'keputihan', 'perubahan', 'vagina', 'warna']","['bau', 'gatal', 'merah', 'putih', 'ubah', 'vagina', 'warna']"
449,kulit dan kelamin,Vitiligo,alis atau bercak berwarna bulu cepat dari jenggot kepala kulit lebih mata muncul pada pucat putih rambut seharusnya uban usia yang,"['alis', 'atau', 'bercak', 'berwarna', 'bulu', 'cepat', 'dari', 'jenggot', 'kepala', 'kulit', 'lebih', 'mata', 'muncul', 'pada', 'pucat', 'putih', 'rambut', 'seharusnya', 'uban', 'usia', 'yang']",<FreqDist with 21 samples and 21 outcomes>,"['alis', 'bercak', 'berwarna', 'bulu', 'cepat', 'jenggot', 'kepala', 'kulit', 'mata', 'muncul', 'pucat', 'putih', 'rambut', 'uban', 'usia']","['alis', 'bercak', 'warna', 'bulu', 'cepat', 'jenggot', 'kepala', 'kulit', 'mata', 'muncul', 'pucat', 'putih', 'rambut', 'uban', 'usia']"
450,kulit dan kelamin,Vulvitis,dan gatal kemerahan pada pembengkakan rasa vulva,"['dan', 'gatal', 'kemerahan', 'pada', 'pembengkakan', 'rasa', 'vulva']",<FreqDist with 7 samples and 7 outcomes>,"['gatal', 'kemerahan', 'pembengkakan', 'vulva']","['gatal', 'merah', 'bengkak', 'vulva']"
451,kulit dan kelamin,Vulvodinia,berdenyut di menyengat nyeri sensasi terbakar vulva,"['berdenyut', 'di', 'menyengat', 'nyeri', 'sensasi', 'terbakar', 'vulva']",<FreqDist with 7 samples and 7 outcomes>,"['berdenyut', 'menyengat', 'nyeri', 'sensasi', 'terbakar', 'vulva']","['denyut', 'sengat', 'nyeri', 'sensasi', 'bakar', 'vulva']"
452,kulit dan kelamin,Vulvovaginitis,air buang daerah gatal iritasi kecil kelamin nyeri pada saat vagina,"['air', 'buang', 'daerah', 'gatal', 'iritasi', 'kecil', 'kelamin', 'nyeri', 'pada', 'saat', 'vagina']",<FreqDist with 11 samples and 11 outcomes>,"['air', 'buang', 'daerah', 'gatal', 'iritasi', 'kelamin', 'nyeri', 'vagina']","['air', 'buang', 'daerah', 'gatal', 'iritasi', 'kelamin', 'nyeri', 'vagina']"
453,kulit dan kelamin,Xerosis,bersisik dan gatal kering kulit terasa,"['bersisik', 'dan', 'gatal', 'kering', 'kulit', 'terasa']",<FreqDist with 6 samples and 6 outcomes>,"['bersisik', 'gatal', 'kering', 'kulit']","['sisik', 'gatal', 'kering', 'kulit']"
454,pernapasan,Abses Paru,batuk berdahak demam napas sesak,"['batuk', 'berdahak', 'demam', 'napas', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'berdahak', 'demam', 'napas', 'sesak']","['batuk', 'dahak', 'demam', 'napas', 'sesak']"
455,pernapasan,Acute Respiratory Distress Syndrome (ARDS),atau berat cepat dan kebiruan kuku kulit napas sesak yang,"['atau', 'berat', 'cepat', 'dan', 'kebiruan', 'kuku', 'kulit', 'napas', 'sesak', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['berat', 'cepat', 'kebiruan', 'kuku', 'kulit', 'napas', 'sesak']","['berat', 'cepat', 'biru', 'kuku', 'kulit', 'napas', 'sesak']"
456,pernapasan,Anosmia (Tidak Bisa Mencium Bau),bau bisa mencium tidak,"['bau', 'bisa', 'mencium', 'tidak']",<FreqDist with 4 samples and 4 outcomes>,"['bau', 'mencium']","['bau', 'cium']"
457,pernapasan,Asma,dada mengi napas sesak,"['dada', 'mengi', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['dada', 'mengi', 'napas', 'sesak']","['dada', 'mengi', 'napas', 'sesak']"
458,pernapasan,Atelektasis,bernapas dada detak jantung meningkat nyeri sulit yang,"['bernapas', 'dada', 'detak', 'jantung', 'meningkat', 'nyeri', 'sulit', 'yang']",<FreqDist with 8 samples and 8 outcomes>,"['bernapas', 'dada', 'detak', 'jantung', 'meningkat', 'nyeri', 'sulit']","['napas', 'dada', 'detak', 'jantung', 'tingkat', 'nyeri', 'sulit']"
459,pernapasan,Bakteri Pneumonia,batuk demam napas sesak,"['batuk', 'demam', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'demam', 'napas', 'sesak']","['batuk', 'demam', 'napas', 'sesak']"
460,pernapasan,Batuk Berdahak,batuk berdahak,"['batuk', 'berdahak']",<FreqDist with 2 samples and 2 outcomes>,"['batuk', 'berdahak']","['batuk', 'dahak']"
461,pernapasan,Batuk Kronis,atau batuk drip hidung lebih minggu nasal post selama tersumbat,"['atau', 'batuk', 'drip', 'hidung', 'lebih', 'minggu', 'nasal', 'post', 'selama', 'tersumbat']",<FreqDist with 10 samples and 10 outcomes>,"['batuk', 'drip', 'hidung', 'minggu', 'nasal', 'post', 'tersumbat']","['batuk', 'drip', 'hidung', 'minggu', 'nasal', 'post', 'sumbat']"
462,pernapasan,Bisinosis,batuk dada di mengi rasa tertekan,"['batuk', 'dada', 'di', 'mengi', 'rasa', 'tertekan']",<FreqDist with 6 samples and 6 outcomes>,"['batuk', 'dada', 'mengi', 'tertekan']","['batuk', 'dada', 'mengi', 'tekan']"
463,pernapasan,Bradipnea,kepala lemas pusing sakit,"['kepala', 'lemas', 'pusing', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['kepala', 'lemas', 'pusing']","['kepala', 'lemas', 'pusing']"
464,pernapasan,Bronkiektasis,batuk darah hari kronis mengi terjadi tiap yang,"['batuk', 'darah', 'hari', 'kronis', 'mengi', 'terjadi', 'tiap', 'yang']",<FreqDist with 8 samples and 8 outcomes>,"['batuk', 'darah', 'kronis', 'mengi']","['batuk', 'darah', 'kronis', 'mengi']"
465,pernapasan,Bronkiolitis,batuk bernapas serak sulit,"['batuk', 'bernapas', 'serak', 'sulit']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'bernapas', 'serak', 'sulit']","['batuk', 'napas', 'serak', 'sulit']"
466,pernapasan,Bronkitis Akut,batuk berdahak dada mengi sesak,"['batuk', 'berdahak', 'dada', 'mengi', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'berdahak', 'dada', 'mengi', 'sesak']","['batuk', 'dahak', 'dada', 'mengi', 'sesak']"
467,pernapasan,Croup,batuk bernapas cepat mengonggong serak,"['batuk', 'bernapas', 'cepat', 'mengonggong', 'serak']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'bernapas', 'cepat', 'mengonggong', 'serak']","['batuk', 'napas', 'cepat', 'mengonggong', 'serak']"
468,pernapasan,Edema Paru,badan berat bertambah cemas cepat dengan mendadak napas seperti sesak tenggelam,"['badan', 'berat', 'bertambah', 'cemas', 'cepat', 'dengan', 'mendadak', 'napas', 'seperti', 'sesak', 'tenggelam']",<FreqDist with 11 samples and 11 outcomes>,"['badan', 'berat', 'bertambah', 'cemas', 'cepat', 'mendadak', 'napas', 'sesak', 'tenggelam']","['badan', 'berat', 'tambah', 'cemas', 'cepat', 'dadak', 'napas', 'sesak', 'tenggelam']"
469,pernapasan,Efusi Pleura,batuk demam napas sesak,"['batuk', 'demam', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'demam', 'napas', 'sesak']","['batuk', 'demam', 'napas', 'sesak']"
470,pernapasan,Emboli Paru,batuk dada napas nyeri sesak,"['batuk', 'dada', 'napas', 'nyeri', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'dada', 'napas', 'nyeri', 'sesak']","['batuk', 'dada', 'napas', 'nyeri', 'sesak']"
471,pernapasan,Emfisema,batuk lelah mudah napas sesak,"['batuk', 'lelah', 'mudah', 'napas', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'lelah', 'mudah', 'napas', 'sesak']","['batuk', 'lelah', 'mudah', 'napas', 'sesak']"
472,pernapasan,Empiema,dada demam menarik menggigil napas nyeri saat sesak,"['dada', 'demam', 'menarik', 'menggigil', 'napas', 'nyeri', 'saat', 'sesak']",<FreqDist with 8 samples and 8 outcomes>,"['dada', 'demam', 'menarik', 'menggigil', 'napas', 'nyeri', 'sesak']","['dada', 'demam', 'tarik', 'gigil', 'napas', 'nyeri', 'sesak']"
473,pernapasan,Epiglotitis,demam parah sakit stidor tenggorokan,"['demam', 'parah', 'sakit', 'stidor', 'tenggorokan']",<FreqDist with 5 samples and 5 outcomes>,"['demam', 'parah', 'stidor', 'tenggorokan']","['demam', 'parah', 'stidor', 'tenggorok']"
474,pernapasan,Fibrosis Kistik,batuk bunyi kental lendir menerus menghasilkan napas pendek terus yang,"['batuk', 'bunyi', 'kental', 'lendir', 'menerus', 'menghasilkan', 'napas', 'pendek', 'terus', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['batuk', 'bunyi', 'kental', 'lendir', 'menerus', 'menghasilkan', 'napas', 'pendek']","['batuk', 'bunyi', 'kental', 'lendir', 'terus', 'hasil', 'napas', 'pendek']"
475,pernapasan,Fibrosis Paru,badan batuk berat kering napas penurunan sebab sesak tanpa,"['badan', 'batuk', 'berat', 'kering', 'napas', 'penurunan', 'sebab', 'sesak', 'tanpa']",<FreqDist with 9 samples and 9 outcomes>,"['badan', 'batuk', 'berat', 'kering', 'napas', 'penurunan', 'sesak']","['badan', 'batuk', 'berat', 'kering', 'napas', 'turun', 'sesak']"
476,pernapasan,Flu (Influenza),oc berkeringat dan dari demam lebih menggigil pegal,"['oc', 'berkeringat', 'dan', 'dari', 'demam', 'lebih', 'menggigil', 'pegal']",<FreqDist with 8 samples and 8 outcomes>,"['oc', 'berkeringat', 'demam', 'menggigil', 'pegal']","['oc', 'keringat', 'demam', 'gigil', 'pegal']"
477,pernapasan,Hipoksemia,biru kepala kulit menjadi sakit sesak warna,"['biru', 'kepala', 'kulit', 'menjadi', 'sakit', 'sesak', 'warna']",<FreqDist with 7 samples and 7 outcomes>,"['biru', 'kepala', 'kulit', 'sesak', 'warna']","['biru', 'kepala', 'kulit', 'sesak', 'warna']"
478,pernapasan,Hipoksia,biru kehilangan kesadaran kulit menjadi sesak warna,"['biru', 'kehilangan', 'kesadaran', 'kulit', 'menjadi', 'sesak', 'warna']",<FreqDist with 7 samples and 7 outcomes>,"['biru', 'kehilangan', 'kesadaran', 'kulit', 'sesak', 'warna']","['biru', 'hilang', 'sadar', 'kulit', 'sesak', 'warna']"
479,pernapasan,Infeksi Saluran Pernapasan,batuk bersin hidung mampet,"['batuk', 'bersin', 'hidung', 'mampet']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'bersin', 'hidung', 'mampet']","['batuk', 'bersin', 'hidung', 'mampet']"
480,pernapasan,Kanker Laring,atau benjolan di kesulitan leher menelan sakit serak suara,"['atau', 'benjolan', 'di', 'kesulitan', 'leher', 'menelan', 'sakit', 'serak', 'suara']",<FreqDist with 9 samples and 9 outcomes>,"['benjolan', 'kesulitan', 'leher', 'menelan', 'serak', 'suara']","['benjol', 'sulit', 'leher', 'tel', 'serak', 'suara']"
481,pernapasan,Kelumpuhan Pita Suara,atau batuk bersuara makan napas saat serak suara tersedak,"['atau', 'batuk', 'bersuara', 'makan', 'napas', 'saat', 'serak', 'suara', 'tersedak']",<FreqDist with 9 samples and 9 outcomes>,"['batuk', 'bersuara', 'makan', 'napas', 'serak', 'suara', 'tersedak']","['batuk', 'suara', 'makan', 'napas', 'serak', 'suara', 'sedak']"
482,pernapasan,Laringitis,atau batuk hilang kering sakit serak suara tenggorokan,"['atau', 'batuk', 'hilang', 'kering', 'sakit', 'serak', 'suara', 'tenggorokan']",<FreqDist with 8 samples and 8 outcomes>,"['batuk', 'hilang', 'kering', 'serak', 'suara', 'tenggorokan']","['batuk', 'hilang', 'kering', 'serak', 'suara', 'tenggorok']"
483,pernapasan,Mendengkur,berhenti berisik berlebih bernapas di hari kantuk saat siang suara tidur waktu,"['berhenti', 'berisik', 'berlebih', 'bernapas', 'di', 'hari', 'kantuk', 'saat', 'siang', 'suara', 'tidur', 'waktu']",<FreqDist with 12 samples and 12 outcomes>,"['berhenti', 'berisik', 'berlebih', 'bernapas', 'kantuk', 'siang', 'suara', 'tidur']","['henti', 'berisik', 'lebih', 'napas', 'kantuk', 'siang', 'suara', 'tidur']"
484,pernapasan,MERS (Middle East Respiratory Syndrome),batuk demam napas sesak,"['batuk', 'demam', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'demam', 'napas', 'sesak']","['batuk', 'demam', 'napas', 'sesak']"
485,pernapasan,Mimisan,berasal darah dari hidung keluarnya yang,"['berasal', 'darah', 'dari', 'hidung', 'keluarnya', 'yang']",<FreqDist with 6 samples and 6 outcomes>,"['berasal', 'darah', 'hidung', 'keluarnya']","['asal', 'darah', 'hidung', 'keluar']"
486,pernapasan,Nodul dan Polip Pita Suara,leher napas sakit serak sesak suara,"['leher', 'napas', 'sakit', 'serak', 'sesak', 'suara']",<FreqDist with 6 samples and 6 outcomes>,"['leher', 'napas', 'serak', 'sesak', 'suara']","['leher', 'napas', 'serak', 'sesak', 'suara']"
487,pernapasan,Penyakit Paru Interstisial,alveoli bronkiolus dan di kapiler lesu letih napas paru peradangan perdarahan sesak,"['alveoli', 'bronkiolus', 'dan', 'di', 'kapiler', 'lesu', 'letih', 'napas', 'paru', 'peradangan', 'perdarahan', 'sesak']",<FreqDist with 12 samples and 12 outcomes>,"['alveoli', 'bronkiolus', 'kapiler', 'lesu', 'letih', 'napas', 'paru', 'peradangan', 'perdarahan', 'sesak']","['alveoli', 'bronkiolus', 'kapiler', 'lesu', 'letih', 'napas', 'paru', 'adang', 'darah', 'sesak']"
488,pernapasan,Penyakit Paru Obstruktif Kronis (PPOK),batuk berdahak mengi napas sesak,"['batuk', 'berdahak', 'mengi', 'napas', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'berdahak', 'mengi', 'napas', 'sesak']","['batuk', 'dahak', 'mengi', 'napas', 'sesak']"
489,pernapasan,Pilek,berair demam hidung tersumbat,"['berair', 'demam', 'hidung', 'tersumbat']",<FreqDist with 4 samples and 4 outcomes>,"['berair', 'demam', 'hidung', 'tersumbat']","['air', 'demam', 'hidung', 'sumbat']"
490,pernapasan,Pneumoconiosis,banyak batuk dahak napas sesak,"['banyak', 'batuk', 'dahak', 'napas', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'dahak', 'napas', 'sesak']","['batuk', 'dahak', 'napas', 'sesak']"
491,pernapasan,Pneumonia,batuk berdahak demam sesak,"['batuk', 'berdahak', 'demam', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'berdahak', 'demam', 'sesak']","['batuk', 'dahak', 'demam', 'sesak']"
492,pernapasan,Pneumotoraks,batuk dada mendadak napas nyeri pendek,"['batuk', 'dada', 'mendadak', 'napas', 'nyeri', 'pendek']",<FreqDist with 6 samples and 6 outcomes>,"['batuk', 'dada', 'mendadak', 'napas', 'nyeri', 'pendek']","['batuk', 'dada', 'dadak', 'napas', 'nyeri', 'pendek']"
493,pernapasan,Polip Hidung,atau berair berulang hidung indra mampet maupun penciuman penurunan perasa pilek yang,"['atau', 'berair', 'berulang', 'hidung', 'indra', 'mampet', 'maupun', 'penciuman', 'penurunan', 'perasa', 'pilek', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['berair', 'berulang', 'hidung', 'indra', 'mampet', 'penciuman', 'penurunan', 'perasa', 'pilek']","['air', 'ulang', 'hidung', 'indra', 'mampet', 'cium', 'turun', 'asa', 'pilek']"
494,pernapasan,Rhinitis,alergi berair bersin dan gatal hidung konjungtivitis mata merah pilek tersumbat,"['alergi', 'berair', 'bersin', 'dan', 'gatal', 'hidung', 'konjungtivitis', 'mata', 'merah', 'pilek', 'tersumbat']",<FreqDist with 11 samples and 11 outcomes>,"['alergi', 'berair', 'bersin', 'gatal', 'hidung', 'konjungtivitis', 'mata', 'merah', 'pilek', 'tersumbat']","['alergi', 'air', 'bersin', 'gatal', 'hidung', 'konjungtivitis', 'mata', 'merah', 'pilek', 'sumbat']"
495,pernapasan,Rhinitis Alergi,berair bersin hidung tersumbat,"['berair', 'bersin', 'hidung', 'tersumbat']",<FreqDist with 4 samples and 4 outcomes>,"['berair', 'bersin', 'hidung', 'tersumbat']","['air', 'bersin', 'hidung', 'sumbat']"
496,pernapasan,Rhinitis Medikamentosa,gelisah hidung kepala sakit tersumbat,"['gelisah', 'hidung', 'kepala', 'sakit', 'tersumbat']",<FreqDist with 5 samples and 5 outcomes>,"['gelisah', 'hidung', 'kepala', 'tersumbat']","['gelisah', 'hidung', 'kepala', 'sumbat']"
497,pernapasan,Rhinitis Non-Alergi,berair bersin hidung tersumbat,"['berair', 'bersin', 'hidung', 'tersumbat']",<FreqDist with 4 samples and 4 outcomes>,"['berair', 'bersin', 'hidung', 'tersumbat']","['air', 'bersin', 'hidung', 'sumbat']"
498,pernapasan,Sesak Napas,cepat dan napas pendek sengal tersengal,"['cepat', 'dan', 'napas', 'pendek', 'sengal', 'tersengal']",<FreqDist with 6 samples and 6 outcomes>,"['cepat', 'napas', 'pendek', 'sengal', 'tersengal']","['cepat', 'napas', 'pendek', 'sengal', 'sengal']"
499,pernapasan,Sinusitis Akut,bagian belakang hidung ke kepala lendir mengalir sakit tenggorokan tersumbat yang,"['bagian', 'belakang', 'hidung', 'ke', 'kepala', 'lendir', 'mengalir', 'sakit', 'tenggorokan', 'tersumbat', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['hidung', 'kepala', 'lendir', 'mengalir', 'tenggorokan', 'tersumbat']","['hidung', 'kepala', 'lendir', 'alir', 'tenggorok', 'sumbat']"
500,pernapasan,Sinusitis Kronis,atau bengkak berubah dahi dan hidung ingus kental mata nyeri pada pipi tersumbar warna yang,"['atau', 'bengkak', 'berubah', 'dahi', 'dan', 'hidung', 'ingus', 'kental', 'mata', 'nyeri', 'pada', 'pipi', 'tersumbar', 'warna', 'yang']",<FreqDist with 15 samples and 15 outcomes>,"['bengkak', 'berubah', 'dahi', 'hidung', 'ingus', 'kental', 'mata', 'nyeri', 'pipi', 'tersumbar', 'warna']","['bengkak', 'ubah', 'dahi', 'hidung', 'ingus', 'kental', 'mata', 'nyeri', 'pipi', 'sumbar', 'warna']"
501,pernapasan,Sleep Apnea,di hari kering mendengkur mengantuk siang tenggorokan,"['di', 'hari', 'kering', 'mendengkur', 'mengantuk', 'siang', 'tenggorokan']",<FreqDist with 7 samples and 7 outcomes>,"['kering', 'mendengkur', 'mengantuk', 'siang', 'tenggorokan']","['kering', 'dengkur', 'antuk', 'siang', 'tenggorok']"
502,pernapasan,Suara Serak,serak suara yang,"['serak', 'suara', 'yang']",<FreqDist with 3 samples and 3 outcomes>,"['serak', 'suara']","['serak', 'suara']"
503,pernapasan,TBC (Tuberkulosis),badan batuk berat dada dan dari drastis keringat kronis lebih malam minggu nyeri penurunan secara,"['badan', 'batuk', 'berat', 'dada', 'dan', 'dari', 'drastis', 'keringat', 'kronis', 'lebih', 'malam', 'minggu', 'nyeri', 'penurunan', 'secara']",<FreqDist with 15 samples and 15 outcomes>,"['badan', 'batuk', 'berat', 'dada', 'drastis', 'keringat', 'kronis', 'malam', 'minggu', 'nyeri', 'penurunan']","['badan', 'batuk', 'berat', 'dada', 'drastis', 'keringat', 'kronis', 'malam', 'minggu', 'nyeri', 'turun']"
504,perut,Abdominal Migraine,mual muntah nyeri perut,"['mual', 'muntah', 'nyeri', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['mual', 'muntah', 'nyeri', 'perut']","['mual', 'muntah', 'nyeri', 'perut']"
505,perut,Akalasia,menelan muntah sulit tersedak,"['menelan', 'muntah', 'sulit', 'tersedak']",<FreqDist with 4 samples and 4 outcomes>,"['menelan', 'muntah', 'sulit', 'tersedak']","['tel', 'muntah', 'sulit', 'sedak']"
506,perut,Alergi Susu,biduran diare sesak,"['biduran', 'diare', 'sesak']",<FreqDist with 3 samples and 3 outcomes>,"['biduran', 'diare', 'sesak']","['bidur', 'diare', 'sesak']"
507,perut,Amebiasis (Disentri Amoeba),berlebihan diare kentut kram perut,"['berlebihan', 'diare', 'kentut', 'kram', 'perut']",<FreqDist with 5 samples and 5 outcomes>,"['diare', 'kentut', 'kram', 'perut']","['diare', 'kentut', 'kram', 'perut']"
508,perut,Amiloidosis Ginjal,badan berat lelah mudah pembengkakan penurunan tubuh,"['badan', 'berat', 'lelah', 'mudah', 'pembengkakan', 'penurunan', 'tubuh']",<FreqDist with 7 samples and 7 outcomes>,"['badan', 'berat', 'lelah', 'mudah', 'pembengkakan', 'penurunan', 'tubuh']","['badan', 'berat', 'lelah', 'mudah', 'bengkak', 'turun', 'tubuh']"
509,perut,Asites,badan bengkak berat bertambah kenyang merasa mudah perut,"['badan', 'bengkak', 'berat', 'bertambah', 'kenyang', 'merasa', 'mudah', 'perut']",<FreqDist with 8 samples and 8 outcomes>,"['badan', 'bengkak', 'berat', 'bertambah', 'kenyang', 'mudah', 'perut']","['badan', 'bengkak', 'berat', 'tambah', 'kenyang', 'mudah', 'perut']"
510,perut,BAB Berdarah,diare lemah perut sakit tubuh,"['diare', 'lemah', 'perut', 'sakit', 'tubuh']",<FreqDist with 5 samples and 5 outcomes>,"['diare', 'lemah', 'perut', 'tubuh']","['diare', 'lemah', 'perut', 'tubuh']"
511,perut,Barrett's Esophagus,dada di hati mual nyeri panas rasa ulu,"['dada', 'di', 'hati', 'mual', 'nyeri', 'panas', 'rasa', 'ulu']",<FreqDist with 8 samples and 8 outcomes>,"['dada', 'hati', 'mual', 'nyeri', 'panas', 'ulu']","['dada', 'hati', 'mual', 'nyeri', 'panas', 'ulu']"
